,Date,ExitDate,Stock,Return,Profit
0,2019-01-02,2019-01-09,8464_億豐,0.206267680282733,825070.7211309321
1,2019-01-02,2019-01-09,4953_緯軟,0.16911462598446203,676458.5039378481
2,2019-01-02,2019-01-09,3324_雙鴻,0.16644894142088917,665795.7656835567
3,2019-01-02,2019-01-09,2308_台達電,0.12988729843251057,519549.19373004226
4,2019-01-02,2019-01-09,3630_新鉅科,0.11639626574821005,465585.0629928402
5,2019-01-09,2019-01-16,5274_信驊,0.2684407697601301,1073763.0790405204
6,2019-01-09,2019-01-16,9938_百和,0.26528847813022094,1061153.9125208838
7,2019-01-09,2019-01-16,9951_皇田,0.20327621316764488,813104.8526705796
8,2019-01-09,2019-01-16,6290_良維,0.19453507609041032,778140.3043616413
9,2019-01-09,2019-01-16,3529_力旺,0.15383756377386026,615350.255095441
10,2019-01-16,2019-01-23,6278_台表科,0.19533667228435636,781346.6891374254
11,2019-01-16,2019-01-23,3105_穩懋,0.127328395238677,509313.58095470804
12,2019-01-16,2019-01-23,6415_矽力*-KY,0.10284725741989265,411389.0296795706
13,2019-01-16,2019-01-23,2449_京元電子,0.08844255190865602,353770.2076346241
14,2019-01-16,2019-01-23,4536_拓凱,0.08560334035487549,342413.36141950195
15,2019-01-23,2019-01-30,3708_上緯投控,0.26970305834054176,1078812.2333621671
16,2019-01-23,2019-01-30,3596_智易,0.14588515216321163,583540.6086528465
17,2019-01-23,2019-01-30,4953_緯軟,0.10118230046513998,404729.20186055993
18,2019-01-23,2019-01-30,3016_嘉晶,0.10018520346980986,400740.81387923943
19,2019-01-23,2019-01-30,2379_瑞昱,0.09701757895893248,388070.31583572994
20,2019-01-30,2019-02-06,00633L_富邦上証正2,-0.006979062811565018,-27916.25124626007
21,2019-01-30,2019-02-06,2332_友訊,-0.006979062811565018,-27916.25124626007
22,2019-01-30,2019-02-06,2338_光罩,-0.006979062811565018,-27916.25124626007
23,2019-01-30,2019-02-06,2412_中華電,-0.006979062811565018,-27916.25124626007
24,2019-01-30,2019-02-06,3529_力旺,-0.006979062811565018,-27916.25124626007
25,2019-02-06,2019-02-13,3016_嘉晶,0.24033935928064887,961357.4371225955
26,2019-02-06,2019-02-13,6173_信昌電,0.21780821165160758,871232.8466064302
27,2019-02-06,2019-02-13,6188_廣明,0.2065643776634698,826257.5106538791
28,2019-02-06,2019-02-13,1795_美時,0.18855139614321303,754205.5845728521
29,2019-02-06,2019-02-13,2327_國巨*,0.18154109101267624,726164.364050705
30,2019-02-13,2019-02-20,4953_緯軟,0.24659427492127795,986377.0996851118
31,2019-02-13,2019-02-20,3645_達邁,0.21235437766586118,849417.5106634448
32,2019-02-13,2019-02-20,3376_新日興,0.1844088587318613,737635.4349274453
33,2019-02-13,2019-02-20,3406_玉晶光,0.18370442586568214,734817.7034627285
34,2019-02-13,2019-02-20,5234_達興材料,0.17399535374182884,695981.4149673154
35,2019-02-20,2019-02-27,6245_立端,0.26844421246269,1073776.84985076
36,2019-02-20,2019-02-27,5340_建榮,0.21692704402783125,867708.176111325
37,2019-02-20,2019-02-27,3049_精金,0.20162852964448175,806514.118577927
38,2019-02-20,2019-02-27,6188_廣明,0.17825818751466826,713032.7500586731
39,2019-02-20,2019-02-27,2337_旺宏,0.16511057328655898,660442.2931462359
40,2019-02-27,2019-03-06,3004_豐達科,0.19738749900206964,789549.9960082786
41,2019-02-27,2019-03-06,2392_正崴,0.19631279571689575,785251.182867583
42,2019-02-27,2019-03-06,5274_信驊,0.10492063080698366,419682.52322793467
